,GSM00001
PPP2R5C,-0.0000118
AIPL1,-0.0000118
ARMC8,-0.0000118
SLC7A5,-0.0000119
HNF1A,-0.0000119
TEPP,-0.0000119
FAM149A,-0.0000119
RGS14,-0.000012
IL1R2,-0.000012
APBB1,-0.000012
TTC39C,-0.000012
PDXK,-0.000012
MYOZ3,-0.000012
ENTPD3,-0.000012
NLGN3,-0.000012
SLC1A7,-0.000012
CDH18,-0.000012
TSPAN5,-0.0000121
CAP2,-0.0000121
HMGCS2,-0.0000121
LYPD1,-0.0000121
OC90,-0.0000121
ABLIM1,-0.0000122
RASSF6,-0.0000123
STK33,-0.0000123
KIF3A,-0.0000124
COX4I2,-0.0000124
ZAP70,-0.0000124
ANGPTL6,-0.0000124
MYLIP,-0.0000124
FKBP1A,-0.0000125
AMBP,-0.0000125
BVES,-0.0000125
ZFP92,-0.0000125
ILDR1,-0.0000125
STK32B,-0.0000125
JAKMIP2,-0.0000125
TACR3,-0.0000125
DUSP22,-0.0000125
TRPV4,-0.0000126
TET1,-0.0000126
TMEM47,-0.0000126
BEX4,-0.0000126
TCAF1,-0.0000126
ENPP4,-0.0000126
AKAP6,-0.0000126
SLC48A1,-0.0000126
FADS2,-0.0000127
HPN,-0.0000127
MIXL1,-0.0000127
CNTNAP1,-0.0000127
PKHD1L1,-0.0000127
SYCE1,-0.0000127
SPNS3,-0.0000127
ZSCAN18,-0.0000127
ZKSCAN4,-0.0000127
CCDC160,-0.0000127
WDR17,-0.0000128
PIRB,-0.0000128
GPR1,-0.0000128
TRIM46,-0.0000128
NMU,-0.0000129
NKX2-1,-0.0000129
FBXL2,-0.0000129
SLC16A9,-0.0000129
TEX2,-0.0000129
TPD52,-0.000013
CD7,-0.000013
NMBR,-0.000013
SV2A,-0.000013
AGAP3,-0.000013
CMTM2B,-0.000013
TMTC1,-0.000013
SPINK8,-0.000013
RIBC1,-0.000013
CTIF,-0.0000131
LIPK,-0.0000131
CCL24,-0.0000131
ERAS,-0.0000131
SYNE1,-0.0000132
LMAN1L,-0.0000132
MYRIP,-0.0000132
GABRG2,-0.0000133
STAMBPL1,-0.0000133
ELF4,-0.0000133
KLHL23,-0.0000133
ANKRD13B,-0.0000133
CFD,-0.0000134
TNK1,-0.0000134
TEX36,-0.0000134
LRRC24,-0.0000134
IL1R1,-0.0000134
SSBP4,-0.0000134
TMC7,-0.0000134
KCNT2,-0.0000134
SVIL,-0.0000134
PLVAP,-0.0000135
CSTF2,-0.0000135
IL4RA,-0.0000135
REEP6,-0.0000135
CER1,-0.0000135
MFSD2A,-0.0000136
CADM2,-0.0000136
KLF13,-0.0000136
IL10,-0.0000136
SCD2,-0.0000137
DMD,-0.0000137
PHLDA1,-0.0000137
CCSAP,-0.0000137
PRKAR1A,-0.0000137
CATSPERG1,-0.0000137
ART5,-0.0000137
PACRG,-0.0000137
ALG11,-0.0000137
SLC29A2,-0.0000137
TRIM25,-0.0000138
PRKCH,-0.0000138
NUDT10,-0.0000138
CDH1,-0.0000138
ALDH5A1,-0.0000138
P2RX7,-0.0000139
HIF3A,-0.0000139
FERD3L,-0.0000139
CBX6,-0.0000139
GRAMD1B,-0.0000139
DTX4,-0.0000139
CRIP1,-0.000014
B3GALNT1,-0.000014
TRH,-0.000014
CYP1A1,-0.000014
C77080,-0.000014
KRT12,-0.0000141
CXCL5,-0.0000141
ZBTB14,-0.0000141
LRAT,-0.0000141
IL1RL1,-0.0000141
KCNU1,-0.0000141
ATP1A1,-0.0000141
NKPD1,-0.0000141
DUSP27,-0.0000141
SLC7A7,-0.0000142
PLEKHA1,-0.0000142
TYRO3,-0.0000142
ESR2,-0.0000142
SPINT2,-0.0000142
WWOX,-0.0000143
ITGA4,-0.0000143
MAPK12,-0.0000143
KL,-0.0000144
ADIG,-0.0000144
PLEKHH2,-0.0000144
RHOBTB1,-0.0000144
PSMD1,-0.0000144
PPM1L,-0.0000144
LRRC20,-0.0000144
GSDMC2,-0.0000144
PYGL,-0.0000145
BHLHE40,-0.0000145
CD209E,-0.0000145
MALL,-0.0000145
KCNJ15,-0.0000145
ACTL9,-0.0000145
MB21D2,-0.0000145
GM11992,-0.0000145
SLC26A4,-0.0000146
PLPP2,-0.0000146
OBP2A,-0.0000146
CNTN1,-0.0000146
ZDHHC14,-0.0000147
SLC25A4,-0.0000147
HHAT,-0.0000147
NSUN7,-0.0000147
SUN5,-0.0000147
ARL14EP,-0.0000147
RNF208,-0.0000147
OXR1,-0.0000147
IRS2,-0.0000147
MROH2A,-0.0000147
PLBD1,-0.0000147
ACR,-0.0000147
STX11,-0.0000147
FOS,-0.0000148
TDGF1,-0.0000148
LRRC36,-0.0000148
PLAG1,-0.0000149
CRISPLD1,-0.0000149
CHIL4,-0.0000149
GPT2,-0.0000149
PNPLA3,-0.000015
BCAS3,-0.000015
TUBB2A,-0.000015
SYT16,-0.000015
STXBP5L,-0.000015
ANO9,-0.000015
AP1S1,-0.0000151
FFAR2,-0.0000151
CPEB3,-0.0000151
DMRTA1,-0.0000151
CNGA4,-0.0000151
PNMT,-0.0000151
ARHGAP27,-0.0000152
OPTC,-0.0000152
FRMPD3,-0.0000152
SH2D1B2,-0.0000153
KLK13,-0.0000153
ZKSCAN16,-0.0000154
SAMD10,-0.0000155
PCED1B,-0.0000155
NUP210,-0.0000156
FAM84B,-0.0000156
CAMK2A,-0.0000156
BTN1A1,-0.0000157
FGF20,-0.0000157
FIGLA,-0.0000157
TPH1,-0.0000158
KIF5A,-0.0000158
UBASH3B,-0.0000158
CYB561,-0.0000159
SPTSSB,-0.0000159
TSPYL2,-0.0000159
CMTM1,-0.0000159
PFN2,-0.000016
CYP39A1,-0.000016
CD1D2,-0.000016
CELF6,-0.000016
FAM174B,-0.000016
NLGN3,-0.000016
TTC22,-0.000016
CCL22,-0.0000161
KCNJ3,-0.0000161
LRP11,-0.0000161
LRP3,-0.0000161
NYAP1,-0.0000161
RSPH1,-0.0000162
MRGPRA3,-0.0000162
TIGD2,-0.0000162
MCEMP1,-0.0000162
FAM78A,-0.0000162
SYP,-0.0000162
SFTPA1,-0.0000163
TVP23A,-0.0000163
IGFBP1,-0.0000164
NAV1,-0.0000164
NR4A3,-0.0000165
MAS1,-0.0000165
NR1I2,-0.0000165
HDAC6,-0.0000165
P2RX3,-0.0000166
GPR6,-0.0000166
LHPP,-0.0000166
CYB561D2,-0.0000167
FH1,-0.0000167
CMTM8,-0.0000167
CITED4,-0.0000168
SPECC1,-0.0000168
TBX22,-0.0000168
VWC2,-0.0000168
PTPRA,-0.0000169
MTMR6,-0.0000169
CD200,-0.0000169
ZDHHC2,-0.0000169
SMIM17,-0.0000169
MCF2,-0.000017
GABRA1,-0.000017
SH3BP5,-0.000017
LRRC3,-0.000017
RNFT2,-0.000017
SH2B2,-0.000017
TAT,-0.000017
PDLIM4,-0.0000171
GNB5,-0.0000171
HRASLS,-0.0000171
HLCS,-0.0000171
RGS9BP,-0.0000171
SLC16A3,-0.0000171
ATP9A,-0.0000172
IMPDH1,-0.0000172
CRYGN,-0.0000172
CMIP,-0.0000172
TEX29,-0.0000172
AR,-0.0000173
ABCA13,-0.0000173
PTGER1,-0.0000173
ATP4B,-0.0000173
P2RY2,-0.0000173
LYPD5,-0.0000173
VPS37D,-0.0000173
KRT23,-0.0000174
DSC2,-0.0000174
ATP6AP2,-0.0000174
LRBA,-0.0000174
MAP2,-0.0000174
PDZK1IP1,-0.0000175
TRAPPC5,-0.0000175
SPAG1,-0.0000175
WWC1,-0.0000175
THRB,-0.0000175
FRMD4B,-0.0000175
TMEM170B,-0.0000175
ANKRD6,-0.0000176
DEPDC7,-0.0000176
CHDH,-0.0000176
MKRN2,-0.0000177
LGALSL,-0.0000177
FAM13C,-0.0000177
GPR61,-0.0000177
LBP,-0.0000177
SCAMP5,-0.0000177
BEX2,-0.0000178
TSPAN13,-0.0000178
DPEP3,-0.0000178
PGLYRP1,-0.0000178
EFCAB6,-0.0000178
PYCARD,-0.0000179
SCN11A,-0.0000179
HSF2,-0.0000179
PAOX,-0.000018
IZUMO2,-0.000018
RAPH1,-0.000018
NR3C2,-0.000018
KSR2,-0.000018
GADD45B,-0.0000181
GABRA2,-0.0000181
STAP2,-0.0000181
DIRAS1,-0.0000181
DRP2,-0.0000181
FKBP1B,-0.0000181
FABP7,-0.0000181
DENND2D,-0.0000182
CNIH2,-0.0000183
WNT2B,-0.0000183
PRKAR2B,-0.0000183
NMRK2,-0.0000183
BCL3,-0.0000184
CLU,-0.0000184
ROPN1L,-0.0000184
ZBTB8B,-0.0000184
CNDP1,-0.0000184
RAG2,-0.0000185
IL1RAPL2,-0.0000185
GRK1,-0.0000185
ZYG11A,-0.0000185
DOCK11,-0.0000185
RAB20,-0.0000185
GPR37L1,-0.0000186
ANKRD34A,-0.0000186
SRXN1,-0.0000187
RBM11,-0.0000187
LSR,-0.0000187
PRKAR1B,-0.0000188
ATP1B1,-0.0000188
SLC8A1,-0.0000188
UBE2E2,-0.0000188
TRIM47,-0.0000188
DOCK8,-0.0000188
PAQR4,-0.0000189
POP5,-0.000019
SLC12A8,-0.000019
SLC25A53,-0.000019
SLC34A2,-0.0000191
CHRNB2,-0.0000191
CYGB,-0.0000191
CYFIP2,-0.0000191
ABCC4,-0.0000191
TNFRSF21,-0.0000192
SLC22A12,-0.0000192
MDGA2,-0.0000192
SRSF12,-0.0000192
BEX1,-0.0000192
DKK1,-0.0000193
TMEM151A,-0.0000193
MANEAL,-0.0000193
TAS1R2,-0.0000193
HK1,-0.0000194
CDS1,-0.0000194
APOE,-0.0000194
RFX8,-0.0000194
GIP,-0.0000194
CLDN2,-0.0000195
SLCO2A1,-0.0000195
SYNC,-0.0000195
GPRASP2,-0.0000195
HTR1A,-0.0000195
PRICKLE1,-0.0000195
LRRC4,-0.0000196
HIVEP3,-0.0000196
HTR1B,-0.0000196
TRP53I11,-0.0000196
NUPR1L,-0.0000197
AMIGO2,-0.0000197
TDRKH,-0.0000197
SLC52A3,-0.0000198
SEMA4A,-0.0000198
PPFIA2,-0.0000198
CERS4,-0.0000199
ADA,-0.0000199
AVPR1A,-0.0000199
FAM189A2,-0.0000199
GSPT2,-0.00002
ENPP1,-0.00002
ZDHHC23,-0.00002
NMUR1,-0.0000201
SERPINA3K,-0.0000201
PFKP,-0.0000202
NAP1L2,-0.0000202
ZDHHC13,-0.0000202
OSBP2,-0.0000202
SNX32,-0.0000202
HK3,-0.0000203
LANCL3,-0.0000203
PRSS27,-0.0000203
SEL1L3,-0.0000203
SNAI3,-0.0000204
NCMAP,-0.0000204
DCAF12L1,-0.0000204
PSD3,-0.0000205
TMEM74,-0.0000205
SPRN,-0.0000205
CORIN,-0.0000207
LRRTM3,-0.0000207
KCNH8,-0.0000207
CATSPERG2,-0.0000208
TDRD1,-0.0000209
SCRN1,-0.0000209
FSCN1,-0.000021
TMCC2,-0.000021
GPR176,-0.000021
LPAR1,-0.0000211
CRYBB1,-0.0000211
GRIA4,-0.0000211
ENHO,-0.0000211
SLC43A1,-0.0000211
TMEM238,-0.0000212
SUSD1,-0.0000212
CWH43,-0.0000213
FNDC4,-0.0000213
GPR62,-0.0000213
ATP10A,-0.0000213
PKD2L1,-0.0000213
TRHDE,-0.0000213
CCKAR,-0.0000214
STC1,-0.0000214
NPL,-0.0000214
BASP1,-0.0000214
PPP1R3G,-0.0000214
PEG3,-0.0000215
TMEM117,-0.0000215
SSTR3,-0.0000215
SLC22A7,-0.0000215
CGNL1,-0.0000216
PPDPF,-0.0000216
EFHC2,-0.0000216
AARS2,-0.0000216
PROZ,-0.0000217
LIX1,-0.0000218
F2R,-0.0000218
SLC9A7,-0.0000218
BNIP3,-0.0000219
TMPRSS2,-0.000022
MMAB,-0.000022
CELF3,-0.000022
CXXC5,-0.0000221
SLC35F1,-0.0000221
OBSCN,-0.0000221
GRM5,-0.0000221
ASPHD2,-0.0000222
AVP,-0.0000222
PLIN5,-0.0000223
SCOC,-0.0000224
CFTR,-0.0000225
CEMIP,-0.0000225
TRIB2,-0.0000225
CHRNG,-0.0000225
SMIM10L2A,-0.0000226
PAPPA2,-0.0000226
GPR25,-0.0000226
LTK,-0.0000226
SLC13A3,-0.0000227
TCHHL1,-0.0000227
SNX22,-0.0000227
MRPS22,-0.0000228
FOXQ1,-0.0000228
ACSF3,-0.0000228
SEC14L4,-0.0000228
MYO16,-0.0000228
TTC14,-0.0000229
RCAN3,-0.0000229
GCM2,-0.000023
PADI4,-0.000023
OCSTAMP,-0.000023
DNAIC2,-0.000023
BHLHA9,-0.000023
SBPL,-0.0000231
CHRNA5,-0.0000231
MICU3,-0.0000231
GLB1L3,-0.0000231
CYTL1,-0.0000231
RALB,-0.0000232
MYF6,-0.0000232
ATP1A2,-0.0000232
RASSF2,-0.0000232
TMEM215,-0.0000232
LRRC73,-0.0000232
TUBA8,-0.0000233
MTA3,-0.0000233
SERPINA3G,-0.0000233
PPARGC1B,-0.0000233
SOWAHC,-0.0000233
SLC9A7,-0.0000234
COL6A5,-0.0000234
HBA-A2,-0.0000236
ITPKB,-0.0000236
PRKAG3,-0.0000236
OBP1A,-0.0000236
CRYM,-0.0000237
RAB15,-0.0000237
NELL2,-0.0000237
LAMA3,-0.0000237
MLLT3,-0.0000237
SDR16C5,-0.0000237
VSTM5,-0.0000238
SLC7A8,-0.0000239
NRSN1,-0.0000239
MTMR7,-0.0000239
PCYT1B,-0.0000239
MRGPRA4,-0.000024
GFAP,-0.0000241
DLC1,-0.0000242
IL15RA,-0.0000243
RASIP1,-0.0000243
NCS1,-0.0000243
RNF207,-0.0000243
COL4A3,-0.0000243
CCDC185,-0.0000243
EPB42,-0.0000244
MMP15,-0.0000244
RYR1,-0.0000244
TTLL7,-0.0000244
ARHGDIG,-0.0000244
ATP6V1B2,-0.0000245
TSPAN6,-0.0000245
CD14,-0.0000245
CAPN8,-0.0000245
SCN9A,-0.0000245
OXTR,-0.0000245
CLIP4,-0.0000245
NETO2,-0.0000245
ARAP2,-0.0000245
MAP1A,-0.0000245
LDB3,-0.0000246
FMN1,-0.0000247
TMEM200A,-0.0000248
HCN2,-0.0000249
SRD5A2,-0.0000249
CLSTN3,-0.0000249
SLC4A4,-0.0000251
MFAP3L,-0.0000251
GUK1,-0.0000252
PTCHD4,-0.0000252
PRG3,-0.0000252
PM20D2,-0.0000252
KLHL14,-0.0000253
TMEM190,-0.0000253
PDZD3,-0.0000253
CCDC92,-0.0000253
NEGR1,-0.0000253
RAB33A,-0.0000254
KREMEN1,-0.0000254
STMN3,-0.0000254
DGKI,-0.0000255
GCH1,-0.0000257
SLC26A5,-0.0000257
DRD4,-0.0000257
IL1RL2,-0.0000257
MATN1,-0.0000258
SERPINA3N,-0.0000258
HCN1,-0.0000258
SYNPO,-0.0000259
TMEM65,-0.0000259
PPP1R17,-0.000026
CLCN1,-0.0000261
HES7,-0.0000262
FSTL5,-0.0000262
HPCAL1,-0.0000262
FGF11,-0.0000264
SYT1,-0.0000264
CNFN,-0.0000264
SRL,-0.0000264
APOB,-0.0000264
RAMP2,-0.0000265
PCGF1,-0.0000265
TNFRSF25,-0.0000266
MAST3,-0.0000266
DNTT,-0.0000267
PCYT2,-0.0000267
SLC16A11,-0.0000267
CBARP,-0.0000267
KCNH5,-0.0000267
GLRB,-0.0000268
TTN,-0.0000268
GPR149,-0.0000268
RASAL1,-0.0000269
DCX,-0.0000269
ARHGAP4,-0.0000269
CACNG5,-0.0000269
EVL,-0.0000269
GSTM5,-0.000027
DOCK2,-0.000027
EFHD1,-0.000027
MX1,-0.000027
PTGS1,-0.0000271
ECE1,-0.0000271
SYCE3,-0.0000271
RAB39,-0.0000271
SLCO5A1,-0.0000271
GPR88,-0.0000272
DPYSL3,-0.0000273
CRYL1,-0.0000273
ROPN1,-0.0000273
KHDRBS2,-0.0000275
AGTR1B,-0.0000275
PALM,-0.0000276
GPR83,-0.0000276
KLF5,-0.0000276
CCDC40,-0.0000276
SERPINA3C,-0.0000277
SEC14L2,-0.0000277
RHBDL1,-0.0000277
NAP1L3,-0.0000278
MPP3,-0.0000278
TMEM246,-0.0000278
OTOP1,-0.0000278
ADAMTS16,-0.0000279
M1AP,-0.0000279
CABP1,-0.000028
CCDC61,-0.0000281
SAMD14,-0.0000281
PCBP3,-0.0000282
VEGFA,-0.0000282
LCN4,-0.0000282
RNF39,-0.0000282
GIPC2,-0.0000283
ADGRG3,-0.0000283
ERICH3,-0.0000283
TAGLN3,-0.0000283
SPINT1,-0.0000284
SLC16A14,-0.0000284
EPHX4,-0.0000284
CLDN10,-0.0000285
LYPD6,-0.0000285
KIF17,-0.0000286
STMND1,-0.0000286
GAS8,-0.0000287
HNF4A,-0.0000287
NEURL3,-0.0000287
GRASP,-0.0000289
CTU1,-0.000029
BCAT1,-0.000029
SLITRK3,-0.0000291
CHRNE,-0.0000292
LIPG,-0.0000292
NT5E,-0.0000292
FAR2,-0.0000292
FAM81A,-0.0000293
RUNDC3B,-0.0000293
GPR68,-0.0000293
CDH20,-0.0000294
GPX6,-0.0000294
ATP1B2,-0.0000295
GABRB2,-0.0000295
PLA2G7,-0.0000295
ADAP2,-0.0000296
MGAT4A,-0.0000296
RAB3IL1,-0.0000297
CNGA2,-0.0000297
GFRA4,-0.0000297
RHOV,-0.0000298
AIFM3,-0.0000298
EMID1,-0.0000298
GLRA4,-0.0000298
GM14548,-0.0000299
MGAT4D,-0.0000299
TLE1,-0.0000299
NOV,-0.0000299
CDH7,-0.0000299
SLC38A4,-0.00003
CLMN,-0.0000301
FAM184A,-0.0000302
VLDLR,-0.0000303
VIPR1,-0.0000303
FAM49B,-0.0000303
CALB1,-0.0000306
OXR1,-0.0000306
DNAJC6,-0.0000306
MAGEL2,-0.0000307
KCNV1,-0.0000307
LZTS1,-0.0000307
PKDREJ,-0.0000309
METTL22,-0.0000309
TUBA4A,-0.000031
DBNDD2,-0.000031
BRS3,-0.000031
TTC9B,-0.000031
GRIN3B,-0.000031
ARHGAP39,-0.0000311
SARM1,-0.0000311
PPP1R3E,-0.0000311
ARRB1,-0.0000311
TFR2,-0.0000312
VWF,-0.0000312
KCNAB1,-0.0000313
KISS1R,-0.0000313
CEND1,-0.0000314
HAGHL,-0.0000314
KLK9,-0.0000314
MME,-0.0000315
SPOCK1,-0.0000316
GIMAP8,-0.0000316
GPR160,-0.0000318
ESAM,-0.0000318
CLGN,-0.0000319
STXBP1,-0.000032
FUT9,-0.000032
DGKQ,-0.000032
NR4A1,-0.0000321
SLC4A10,-0.0000321
HSPA4L,-0.0000322
DPYS,-0.0000322
RDH12,-0.0000323
RASL10A,-0.0000323
GMPR,-0.0000323
FHL1,-0.0000324
TMEM26,-0.0000324
VASH2,-0.0000324
PQLC1,-0.0000325
ARVCF,-0.0000326
GRM1,-0.0000326
CSGALNACT1,-0.0000326
TMCC3,-0.0000327
MYBPC2,-0.0000327
HAS1,-0.0000328
TMEM51,-0.0000328
STX1B,-0.0000329
SLC30A10,-0.000033
GAST,-0.0000331
STYK1,-0.0000331
RASGRP1,-0.0000332
SOST,-0.0000333
MRGPRA1,-0.0000333
POU2F2,-0.0000333
NBEA,-0.0000334
FEZ1,-0.0000334
PRSS22,-0.0000335
ZDHHC1,-0.0000335
LHFPL5,-0.0000336
MYRF,-0.0000338
C1QTNF2,-0.0000339
GSTP1,-0.000034
GPR143,-0.0000341
SGIP1,-0.0000342
MAPRE2,-0.0000342
TDRP,-0.0000342
SYCP1,-0.0000343
TKTL1,-0.0000345
CCDC149,-0.0000345
TRPC6,-0.0000345
GCK,-0.0000346
CRYBB2,-0.0000346
TGM5,-0.0000346
NPAS1,-0.0000348
RAPGEF4,-0.0000348
ABCB1A,-0.0000349
PDZD8,-0.0000349
INHA,-0.000035
CDH8,-0.0000351
ETNPPL,-0.0000351
TPD52L1,-0.0000352
CMPK2,-0.0000352
A4GALT,-0.0000352
HTR7,-0.0000353
CACNG6,-0.0000353
LRRN4,-0.0000353
SLITRK4,-0.0000353
RGS8,-0.0000353
SLC27A2,-0.0000354
SBSN,-0.0000354
MFSD6,-0.0000355
NOTUM,-0.0000356
CBR3,-0.0000357
UPB1,-0.0000357
GABRB1,-0.0000358
TMEM30B,-0.0000358
GRIA1,-0.0000358
TC2N,-0.000036
NIM1K,-0.000036
ZFP804A,-0.000036
CACNB4,-0.0000361
EBI3,-0.0000361
GPR158,-0.0000362
CNIH3,-0.0000363
LYPD6B,-0.0000363
RNF112,-0.0000364
TMEM198,-0.0000364
BDH1,-0.0000366
SYN1,-0.0000366
COL9A2,-0.0000367
SV2C,-0.0000369
THY1,-0.0000371
ENO2,-0.0000374
SLC5A7,-0.0000374
LSAMP,-0.0000374
ADAMTSL3,-0.0000374
NDUFA8,-0.0000376
TMOD2,-0.0000378
RDH13,-0.0000379
BNC1,-0.000038
GPC5,-0.000038
TPH2,-0.0000381
FAM160A1,-0.0000381
SLC7A3,-0.0000382
NR0B1,-0.0000382
PPFIA3,-0.0000382
AFAP1L1,-0.0000382
DGAT2,-0.0000383
VIT,-0.0000383
TRIM9,-0.0000383
LKAAEAR1,-0.0000384
PLCB1,-0.0000386
CAMK2N2,-0.0000386
AKP3,-0.0000387
LARP6,-0.0000388
CEP170B,-0.0000388
CDH6,-0.0000388
CHSY3,-0.0000391
HPGD,-0.0000392
JAG2,-0.0000392
PLA2G3,-0.0000392
SYT14,-0.0000392
PODXL2,-0.0000393
TRPM8,-0.0000394
CDC37,-0.0000395
MOCOS,-0.0000396
DACT2,-0.0000396
EDARADD,-0.0000397
COBL,-0.0000397
LIN7A,-0.0000397
TOP1MT,-0.0000397
ITGA6,-0.00004
GCGR,-0.00004
NLGN1,-0.0000401
ERBB4,-0.0000401
RPP25,-0.0000402
RARB,-0.0000402
SLC30A8,-0.0000403
B3GNT6,-0.0000403
PPARA,-0.0000404
PFKFB3,-0.0000406
BEND6,-0.0000406
HLF,-0.0000406
TMC5,-0.0000406
CPT1A,-0.0000408
IRF5,-0.000041
PIK3CD,-0.0000411
CSDC2,-0.0000411
CACNB2,-0.0000411
MAOB,-0.0000412
TTC34,-0.0000412
RCSD1,-0.0000413
TMEM150C,-0.0000413
GPRIN1,-0.0000415
PKIB,-0.0000416
SLC22A17,-0.0000416
CRTC1,-0.0000417
AGTR1A,-0.0000417
TPPP,-0.0000417
STRA6,-0.0000418
CKB,-0.0000418
SOD3,-0.0000421
CDX4,-0.0000421
PKDCC,-0.0000421
H2AFY2,-0.0000422
CHRM4,-0.0000422
ACTC1,-0.0000425
NCALD,-0.0000425
NOS1AP,-0.0000425
RNF180,-0.0000428
VSTM4,-0.0000428
GRPR,-0.000043
TRPC4,-0.000043
UCHL1,-0.0000431
SPTBN2,-0.0000435
PRKAA2,-0.0000436
PLXDC1,-0.0000437
DCLK1,-0.0000438
RIMS3,-0.0000438
VAV3,-0.0000439
LCN8,-0.000044
RASSF5,-0.0000441
TBC1D9,-0.0000442
HOOK1,-0.0000442
KIF21B,-0.0000443
CNNM1,-0.0000444
PEMT,-0.0000444
EFNA3,-0.0000445
KCNG2,-0.0000445
RGS17,-0.0000445
DISP2,-0.0000446
PEX5L,-0.0000446
FOXJ1,-0.0000447
AK5,-0.0000447
ATL1,-0.0000447
UNC5D,-0.0000447
TMEM196,-0.0000448
PHYHIPL,-0.0000449
ASPHD1,-0.0000449
NETO1,-0.0000451
KCNC4,-0.0000452
ABR,-0.0000452
TRIM15,-0.0000452
SHC4,-0.0000452
HTR6,-0.0000453
LCK,-0.0000453
SHC3,-0.0000454
PLPPR3,-0.0000454
ROBO2,-0.0000455
RASEF,-0.0000455
TUBB3,-0.0000457
NKAIN1,-0.0000458
PLCG1,-0.0000458
WNK3,-0.0000458
DLK2,-0.0000459
KCNIP4,-0.0000459
PACSIN1,-0.000046
ADORA2A,-0.0000461
ABLIM3,-0.0000461
PTPRU,-0.0000462
SLC22A6,-0.0000465
SLC26A1,-0.0000465
AKAP12,-0.0000466
B3GALT5,-0.0000466
FBXO41,-0.0000467
EPB41L1,-0.0000468
CHST2,-0.0000468
DPP10,-0.0000469
ARHGAP44,-0.0000469
SERPINE2,-0.0000471
PIGA,-0.0000471
GRM7,-0.0000471
SPOCK3,-0.0000471
FER1L6,-0.0000472
FAM169A,-0.0000474
CYP4X1,-0.0000474
PPM1H,-0.0000476
PTGER3,-0.0000477
H2AFY2,-0.0000477
KCNMB4,-0.0000477
NPY2R,-0.0000478
ABCA3,-0.0000478
PAK7,-0.0000479
OTUD7A,-0.0000482
CHST9,-0.0000483
IMPACT,-0.0000484
SYT3,-0.0000484
PCDHAC2,-0.0000484
DBNDD1,-0.0000484
SLC35D3,-0.0000489
PCDHAC2,-0.000049
PDILT,-0.000049
NPY4R,-0.0000491
CNTN5,-0.0000491
RASL10B,-0.0000492
DAB1,-0.0000493
DLEU7,-0.0000494
CADPS2,-0.0000496
CABLES1,-0.0000497
SVOP,-0.00005
SNTG1,-0.0000501
ESR1,-0.0000502
TUBB4A,-0.0000502
BRINP3,-0.0000502
GABRB3,-0.0000503
KIT,-0.0000506
CD9,-0.0000506
SNCA,-0.0000506
ALPK1,-0.0000506
PNMA3,-0.0000506
TMEM132D,-0.0000507
RIPPLY2,-0.0000507
F12,-0.000051
MAGI1,-0.000051
INPP4B,-0.000051
PRPH,-0.0000512
KRT28,-0.0000512
FAM107A,-0.0000513
APBA2,-0.0000514
HOPX,-0.0000514
CD207,-0.0000515
FAM183B,-0.0000515
TIAM1,-0.0000516
PRR5L,-0.0000517
SLC24A2,-0.0000519
GDAP1L1,-0.000052
CTTN,-0.0000522
DUSP26,-0.0000523
ST8SIA4,-0.0000525
NRXN1,-0.0000525
EPHA6,-0.0000526
TRIM2,-0.0000527
TRF,-0.0000527
MAPRE3,-0.0000529
SYNGR3,-0.000053
KANK3,-0.000053
FAM19A1,-0.000053
NPY1R,-0.0000531
SHD,-0.0000532
FAM171A2,-0.0000534
SLC22A18,-0.0000535
ICA1,-0.0000535
PCP4L1,-0.0000535
SNX31,-0.0000535
ZFP334,-0.0000538
KIFC2,-0.0000538
NKAIN2,-0.0000538
SLC7A4,-0.0000539
LRRC2,-0.0000539
FRMD3,-0.000054
DDX25,-0.0000541
GALNT13,-0.0000543
CLVS2,-0.0000544
AK4,-0.0000546
LGI1,-0.0000546
TRIM54,-0.0000547
POPDC3,-0.0000547
GREM2,-0.000055
ABHD6,-0.000055
ZFP64,-0.000055
SLC1A1,-0.000055
ADGRD1,-0.0000552
SSTR2,-0.0000553
NOL4,-0.0000553
ESYT3,-0.0000553
SEZ6L2,-0.0000554
PTPRD,-0.0000556
NXPH2,-0.0000557
TMEM8B,-0.0000557
C1QTNF4,-0.0000558
PRSS36,-0.0000558
ANKRD26,-0.0000558
MACROD2,-0.0000559
KCNQ5,-0.0000561
CTXN2,-0.0000562
GALR2,-0.0000564
HEYL,-0.0000565
OVOL2,-0.0000566
TMEM130,-0.0000566
CERS1,-0.0000567
MYZAP,-0.0000568
PPP2R2B,-0.0000569
PLPPR4,-0.0000571
SH2D5,-0.0000573
FBXO3,-0.0000574
KCNK1,-0.0000574
NPY5R,-0.0000575
SCN8A,-0.0000575
SLC6A15,-0.0000575
ADRB3,-0.0000577
RNF182,-0.0000577
PJA1,-0.0000579
CCDC105,-0.000058
TBATA,-0.0000582
TMEM181A,-0.0000582
KCTD8,-0.0000583
CREG2,-0.0000586
HTR3B,-0.0000587
GPR20,-0.0000587
KCNN2,-0.0000587
MACROD1,-0.0000588
HECW2,-0.0000588
TPPP3,-0.0000589
HID1,-0.0000591
FBXO2,-0.0000591
C1QL3,-0.0000592
ST8SIA6,-0.0000593
SCN10A,-0.0000597
ELOVL4,-0.00006
LRRN1,-0.0000601
SYT10,-0.0000601
SP7,-0.0000602
HOXA5,-0.0000602
FRRS1L,-0.0000604
